0.00000;0.00000
0.00400;0.42000
0.00800;1.17000
0.01200;1.21000
0.01600;0.84000
0.02000;0.30000
0.02400;0.04000
0.02800;0.01000
0.03200;0.00000
0.03600;0.00000
0.04000;0.01000
0.04400;0.05000
0.04800;0.07000
0.05200;0.06000
0.05600;0.04000
0.06000;0.02000
0.06400;0.02000
0.06800;0.04000
0.07200;0.07000
0.07600;0.08000
0.08000;0.07000
0.08400;0.05000
0.08800;0.03000
0.09200;0.02000
0.09600;0.02000
0.10000;0.03000
0.10400;0.05000
0.10800;0.06000
0.11200;0.05000
0.11600;0.04000
0.12000;0.03000
0.12400;0.03000
0.12800;0.04000
0.13200;0.05000
0.13600;0.05000
0.14000;0.04000
0.14400;0.03000
0.14800;0.02000
0.15200;0.02000
0.15600;0.03000
0.16000;0.04000
0.16400;0.04000
0.16800;0.03000
0.17200;0.02000
0.17600;0.01000
0.18000;0.01000
0.18400;0.02000
0.18800;0.03000
0.19200;0.03000
0.19600;0.02000
0.20000;0.01000
0.20400;0.00000
0.20800;0.00000
0.21200;0.00000
0.21600;0.00000
0.22000;0.00000
0.22400;0.00000
0.22800;0.00000
0.23200;0.00000
0.23600;0.00000
0.24000;0.00000
0.24400;0.00000
0.24800;0.00000
0.25200;0.00000
0.25600;0.00000
0.26000;0.00000
0.26400;0.00000
0.26800;0.00000
0.27200;0.00000
0.27600;0.00000
0.28000;0.00000
0.28400;0.00000
0.28800;0.00000
0.29200;0.00000
0.29600;0.00000
0.30000;0.00000
0.30400;0.00000
0.30800;0.00000
0.31200;0.00000
0.31600;0.00000
0.32000;0.00000
0.32400;0.00000
0.32800;0.00000
0.33200;0.00000
0.33600;0.00000
0.34000;0.00000
0.34400;0.00000
0.34800;0.00000
0.35200;0.00000
0.35600;0.00000
0.36000;0.00000
0.36400;0.00000
0.36800;0.00000
0.37200;0.00000
0.37600;0.00000
0.38000;0.00000
0.38400;0.42000
0.38800;1.17000
0.39200;1.21000
0.39600;0.84000
0.40000;0.30000
0.40400;0.04000
0.40800;0.01000
0.41200;0.00000
0.41600;0.00000
0.42000;0.01000
0.42400;0.05000
0.42800;0.07000
0.43200;0.06000
0.43600;0.04000
0.44000;0.02000
0.44400;0.02000
0.44800;0.04000
0.45200;0.07000
0.45600;0.08000
0.46000;0.07000
0.46400;0.05000
0.46800;0.03000
0.47200;0.02000
0.47600;0.02000
0.48000;0.03000
0.48400;0.05000
0.48800;0.06000
0.49200;0.05000
0.49600;0.04000
0.50000;0.03000
0.50400;0.03000
0.50800;0.04000
0.51200;0.05000
0.51600;0.05000
0.52000;0.04000
0.52400;0.03000
0.52800;0.02000
0.53200;0.02000
0.53600;0.03000
0.54000;0.04000
0.54400;0.04000
0.54800;0.03000
0.55200;0.02000
0.55600;0.01000
0.56000;0.01000
0.56400;0.02000
0.56800;0.03000
0.57200;0.03000
0.57600;0.02000
0.58000;0.01000
0.58400;0.00000
0.58800;0.00000
0.59200;0.00000
0.59600;0.00000
0.60000;0.00000
0.60400;0.00000
0.60800;0.00000
0.61200;0.00000
0.61600;0.00000
0.62000;0.00000
0.62400;0.00000
0.62800;0.00000
0.63200;0.00000
0.63600;0.00000
0.64000;0.00000
0.64400;0.00000
0.64800;0.00000
0.65200;0.00000
0.65600;0.00000
0.66000;0.00000
0.66400;0.00000
0.66800;0.00000
0.67200;0.00000
0.67600;0.00000
0.68000;0.00000
0.68400;0.00000
0.68800;0.00000
0.69200;0.00000
0.69600;0.00000
0.70000;0.00000
0.70400;0.00000
0.70800;0.00000
0.71200;0.00000
0.71600;0.00000
0.72000;0.00000
0.72400;0.00000
0.72800;0.00000
0.73200;0.00000
0.73600;0.00000
0.74000;0.00000
0.74400;0.00000
0.74800;0.00000
0.75200;0.00000
0.75600;0.00000
0.76000;-0.01000
0.76400;0.00000
0.76800;0.01000
0.77200;0.02000
0.77600;0.02000
0.78000;0.01000
0.78400;0.00000
0.78800;-0.01000
0.79200;-0.01000
0.79600;0.00000
0.80000;0.01000
0.80400;0.01000
0.80800;0.00000
0.81200;-0.01000
0.81600;-0.02000
0.82000;-0.02000
0.82400;-0.01000
0.82800;0.00000
0.83200;0.00000
0.83600;0.01000
0.84000;0.01000
0.84400;0.00000
0.84800;-0.01000
0.85200;-0.01000
0.85600;0.00000
0.86000;0.01000
0.86400;0.02000
0.86800;0.02000
0.87200;0.01000
0.87600;0.00000
0.88000;-0.01000
0.88400;-0.01000
0.88800;0.00000
0.89200;0.01000
0.89600;0.01000
0.90000;0.00000
0.90400;-0.01000
0.90800;-0.02000
0.91200;-0.02000
0.91600;-0.01000
0.92000;0.00000
0.92400;0.01000
0.92800;0.01000
0.93200;0.00000
0.93600;-0.01000
0.94000;-0.01000
0.94400;0.00000
0.94800;0.01000
0.95200;0.02000
0.95600;0.02000
0.96000;0.01000
0.96400;0.00000
0.96800;-0.01000
0.97200;-0.01000
0.97600;0.00000
0.98000;0.01000
0.98400;0.01000
0.98800;0.00000
0.99200;-0.01000
0.99600;-0.02000
1.00000;-0.02000
